note,pitch,duration,chord,bar,mapped voice,cost,category
0,62,1/1,0,1,1,n/a,match
1,65,1/2,1,1 1/1,1,n/a,match
2,69,1/2,1,1 1/1,0,n/a,match
3,65,1/2,2,1 3/2,1,n/a,match
4,65,1/2,3,2,1,n/a,match
5,72,1/2,3,2,0,n/a,match
6,72,1/2,4,2 1/2,0,n/a,match
7,64,1/4,5,2 1/1,1,n/a,match
8,72,1/4,5,2 1/1,0,n/a,match
9,62,1/4,6,2 5/4,1,n/a,ornamentation
10,60,1/4,7,2 3/2,1,n/a,match
11,62,1/4,8,2 7/4,1,n/a,match
12,64,1/4,9,3,1,n/a,match
13,72,1/4,9,3,0,0,repetition
14,66,1/4,10,3 1/4,1,n/a,ficta
15,67,1/2,11,3 1/2,1,n/a,match
16,67,1/2,11,3 1/2,0,n/a,match
17,69,1/4,12,3 1/1,0,n/a,match
18,67,1/4,13,3 5/4,1,0,repetition
19,66,1/4,14,3 3/2,1,n/a,match
20,64,1/4,15,3 7/4,1,n/a,match
21,67,1/4,16,4,1,n/a,match
22,67,1/4,16,4,0,n/a,match
23,69,1/4,17,4 1/4,0,n/a,match
24,55,1/4,18,4 1/2,1,n/a,match
25,71,1/4,18,4 1/2,0,n/a,match
26,57,1/4,19,4 3/4,1,n/a,match
27,72,1/4,19,4 3/4,0,n/a,match
28,59,1/4,20,4 1/1,1,n/a,match
29,74,1/4,20,4 1/1,0,n/a,match
30,60,1/4,21,4 5/4,1,n/a,match
31,62,1/4,22,4 3/2,1,n/a,match
32,64,1/4,23,4 7/4,1,n/a,match
33,72,1/4,23,4 7/4,0,n/a,match
34,66,1/2,24,5,1,n/a,ficta
35,69,1/2,24,5,0,n/a,match
36,67,1/2,25,5 1/2,1,n/a,match
37,67,1/2,25,5 1/2,0,n/a,match
38,69,1/8,26,5 1/1,0,n/a,match
39,67,1/8,27,5 9/8,1,n/a,ornamentation
40,66,1/8,28,5 5/4,1,n/a,match
41,64,1/8,29,5 11/8,1,n/a,ornamentation
42,67,1/8,30,5 3/2,1,1,adaptation
43,66,1/8,31,5 13/8,1,n/a,ornamentation
